Campaign	Event	SampleNr	StartTime	EndTime	TimeFlag	Station	AreaType	StartLat	StartLon	EndLat	EndLon	PosFlag	Datum	WaterDepth	RefDepth	SDepth	SDepthFlag	Gear	Number	Parameter	Matrix	RepNr	Value	Unit	DetlimFlag	QualityFlag	Method	AnalysisDate	Project	Remarks	Acknowledgments
BE2011/07A	2011-03-07 21:22	83988	2011-03-07 21:22		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	3.24	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	84001	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	0.51	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	83991	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	4.8	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	83991	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	0.94	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	83991	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	30	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	84001	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	23.96	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	84001	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	24.3	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	83991	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	0.17	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	83991	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.11	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	83991	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	0.83	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	84001	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	33.5662	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	83991	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	1.1	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	84001	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	0.0063	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	83991	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	8.7	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-07 22:44	83991	2011-03-07 22:44		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	1.77	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83999	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	1.9	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83989	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	4.2	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83989	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	1.2	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83989	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	43	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83999	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	36.66	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83999	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	37	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83989	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	0.105	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83989	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.121	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83989	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	1.01	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83999	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	32.4677	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83989	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	0.91	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83999	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	0.011	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83989	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	12.3	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2011/07A	2011-03-08 19:23	83989	2011-03-08 19:23		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	2.21	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83956	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	1.7	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83915	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	13	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83915	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	1.77	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83915	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	62	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83956	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	41.792	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83956	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	42	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83915	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	0.45	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83915	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.26	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83915	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	1.86	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83956	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	30.3729	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83915	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	1.2	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83956	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	0.0107	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83915	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	42.9	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-11 20:40	83915	2011-04-11 20:40		Acceptable	W01	C	51.375	3.1875			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	3.63	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83960	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	2.4	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83919	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	30	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83919	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	1.82	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83919	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	34	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83960	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	15.713	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83960	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	15.9	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83919	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	0.75	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83919	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.34	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83919	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	2.38	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83960	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	32.5265	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83919	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	0.68	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83960	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	0.0006	µmol/l	<	Acceptable	6		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83919	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	14.33	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 04:53	83919	2011-04-13 04:53		Acceptable	W05	C	51.41666667	2.808333333			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	4.2	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83959	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	4	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83918	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	39	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83918	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	2.9	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83918	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	59	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83959	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	11.276	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83959	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	11.4	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83918	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	1.2	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83918	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.55	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83918	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	3.9	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83959	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	31.5092	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83918	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	0.86	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83959	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	0.00064	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83918	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	73.8	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 19:00	83918	2011-04-13 19:00		Acceptable	W04	C	51.41833333	3.2525			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	6.8	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83962	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	0.72	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83921	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		CPHL	PA	1	19	µg/l		Acceptable	257		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83921	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	1.3	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83921	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	17.7	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83962	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	6.136	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83962	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	6.3	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83921	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1	0.53	µg/l		Acceptable	258		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83921	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.29	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83921	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	2.1	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83962	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	33.0013	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83921	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	0.47	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83962	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	0.0006	µmol/l	<	Acceptable	6		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83921	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	13	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2011/11A	2011-04-13 20:23	83921	2011-04-13 20:23		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	3.4	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83969	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1		µmol/l		Missing	1		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83928	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	2.41	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83928	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1		µmol/l		Missing	20		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83969	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1		µmol/l		Missing	4		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83969	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1		µmol/l		Missing	2		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83928	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PHATL	PA	1		µg/l		Missing	258		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83928	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.413	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83928	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	1.09	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83969	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	34.5068	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83928	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1		µmol/l		Missing	21		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83928	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	3.05	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2011/20A	2011-07-11 20:00	83928	2011-07-11 20:00		Replaced	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	3.5	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83979	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	2.5	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83938	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	0.81	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83938	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	20	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83979	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	8.09	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83979	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	8.5	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83938	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PN	PA	1	0.072	mg/l		Acceptable	25		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83938	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		POC	PA	1	0.63	mg/l		Acceptable	23		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83979	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		PSAL	TO	1	34.5666	ppt		Acceptable	13		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83938	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		PTOT	DI	1	0.48	µmol/l		Acceptable	21		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83979	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI10		SLCA	DI	1	0.0063	µmol/l		Acceptable	6		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83938	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		SUSP	PA	1	6.6	mg/l		Acceptable	7		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 11:55	83938	2011-11-22 11:55		Acceptable	W07	O	51.58333333	3.008333333			Reference	WGS84		3 m		Missing	NI5		TOC	TO	1	1.44	mg/l		Acceptable	24		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 18:49	83983	2011-11-22 18:49		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI10		AMON	DI	1	3.3	µmol/l		Acceptable	1		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 18:49	83942	2011-11-22 18:49		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI5		DOC	DI	1	2.5	mg/l		Acceptable	22		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 18:49	83942	2011-11-22 18:49		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI5		NTOT	DI	1	83	µmol/l		Acceptable	20		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 18:49	83983	2011-11-22 18:49		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI10		NTRA	DI	1	45.42	µmol/l		Acceptable	4		MONIT_SEAWATER_MUMM		
BE2011/30A	2011-11-22 18:49	83983	2011-11-22 18:49		Acceptable	S01	ES	51.41666667	3.57			Reference	WGS84		3 m		Missing	NI10		NTRZ	DI	1	46	µmol/l		Acceptable	2		MONIT_SEAWATER_MUMM		
