"EST_ID","EST_WB","EST_WBT","EST_OWNR","EST_NAME","EST_TYPE","EST_STATUS","EST_BT","EST_BP","EST_EN","EST_BOD","EST_ST","EST_BRGY","EST_MUNCITY","EST_PROVINCE","EST_REGION","EST_LAT","EST_LONG","EST_E","EST_SPTK","EST_SPTK_TYPE","EST_WWTF","EST_SC","EST_R","DATE_ENCODED","ENCODER"
"222188","PAMPANGA RIVER","RIVER","KEY RURAL BANK INC.","KEY RURAL BANK INC.","COMMERCIAL","OPERATIONAL","RURAL / TRIFT / COMMERCIAL / SAVINGS BANK","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222189","PAMPANGA RIVER","RIVER","STA. ANA, ALMA ROSE","SPENDWISE PHOTOCOPYING CENTER","COMMERCIAL","OPERATIONAL","PRINTING SERVICES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222190","PAMPANGA RIVER","RIVER","JOSE, MARLON","MTJ RICE AND PALAY TRADING","COMMERCIAL","OPERATIONAL","RICE AND PALAY TRADING","YES","","","","STO. CRISTO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222191","PAMPANGA RIVER","RIVER","MAGNO, APOLLO","APOLLO MAGNO GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222192","PAMPANGA RIVER","RIVER","STA.ANA, ALMA ROSE","9 DITO NA TAYO GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222193","PAMPANGA RIVER","RIVER","FERNANDO, LIGAYA","LIGAYA FERNANDO SARI SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222194","PAMPANGA RIVER","RIVER","CORPUZ, CRISTOPHER/SHERILLE","ALING BABY MEAT AND CHICKEN STALL","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222195","PAMPANGA RIVER","RIVER","CENTER FOR AGRICULTURE AND RURAL DEVELOPMENT INC","CENTER FOR AGRICULTURE AND RURAL DEVELOPMENT INC","COMMERCIAL","OPERATIONAL","MICROFINANCING","YES","","","","MAUGAT","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222196","PAMPANGA RIVER","RIVER","MANLAPAZ, CHARITO","CHAT SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222197","PAMPANGA RIVER","RIVER","ERILLA, CHRISTOPHER","CHRISTOPHER ERILLA BUKO JUICE","COMMERCIAL","OPERATIONAL","SMALL SCALE FOOD STORE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222198","PAMPANGA RIVER","RIVER","CASTILLO, DORIZELLE ANN","BIBONG'S STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222199","PAMPANGA RIVER","RIVER","NEW RL TRANSPORT CORPORATION","NEW RL TRANSPORT CORPORATION","COMMERCIAL","OPERATIONAL","TRANSLOADING/HAULING","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222200","PAMPANGA RIVER","RIVER","YLLAS LENDING CORPORATION","YLLAS LENDING CORPORATION","COMMERCIAL","OPERATIONAL","LENDING/PAWNSHOP","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222201","PAMPANGA RIVER","RIVER","ELIGIO & MARIA LAMSON FOUNDATION INC.","ELIGIO & MARIA LAMSON FOUNDATION INC.","COMMERCIAL","OPERATIONAL","FOUNDATION","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222202","PAMPANGA RIVER","RIVER","SALONGA, DANILO","D.B. SALONGA BUILDERS","COMMERCIAL","OPERATIONAL","CONSTRUCTION SUPPLY","YES","","","","LUYOS","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222203","PAMPANGA RIVER","RIVER","SICAT, MADELEINE","BEBENG AND PIPOY'S STORE","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222204","PAMPANGA RIVER","RIVER","GAJARDO, JEMELL","ONGGOK PANCITERIA","COMMERCIAL","OPERATIONAL","FOOD AND BEVERAGES STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222205","PAMPANGA RIVER","RIVER","ESGUERRA, JAY","ESGUERRA FOOD PRODUCTS","COMMERCIAL","OPERATIONAL","FISH STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222206","PAMPANGA RIVER","RIVER","NILO, LUZ","LAPUZ-NILO PALAY TRADING","COMMERCIAL","OPERATIONAL","RICE AND PALAY TRADING","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222207","PAMPANGA RIVER","RIVER","CANO, ELSA","ELSA V. CANO DRIED FISH","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE SUPPLY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222208","PAMPANGA RIVER","RIVER","VILLAR, RONICA JOY","RONICA JOY VILLAR SARI-SARI STORE","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE SUPPLY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222209","PAMPANGA RIVER","RIVER","AGAPITO, ELIODORA","ELIODORA P. AGAPITO SARI-SARI STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222210","PAMPANGA RIVER","RIVER","ORTIZ, AURORA","AURORA B. ORTIZ DRY GOODS","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222211","PAMPANGA RIVER","RIVER","BORJA, IRENE","IRENE M. BORJA'S STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222212","PAMPANGA RIVER","RIVER","QUETUA, GERRY","GEMSIE DRY GOODS","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222213","PAMPANGA RIVER","RIVER","MEMPHIN, SHIRLEY","GIGABYTE NET COMPUTER SHOP","COMMERCIAL","OPERATIONAL","COMPUTER RENTALS/SERVICES","YES","","","","STO. CRISTO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222214","PAMPANGA RIVER","RIVER","TERESA, MARILYN","MARILYN'S STORE","COMMERCIAL","OPERATIONAL","WEEK-END STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222215","PAMPANGA RIVER","RIVER","GARCIA, MAIZEI MADELYN V.","SKIN MOE CARE AND BODY  ESSENTIALS SHOP","COMMERCIAL","OPERATIONAL","PERSONAL GROOMING/HEALTH STUDIO","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222216","PAMPANGA RIVER","RIVER","PERALTA, ROBERTO","M.B.S. SASH FACATORY","COMMERCIAL","OPERATIONAL","FURNITURE","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222217","PAMPANGA RIVER","RIVER","VELASQUEZ, EDUARDO","EDHIE'S BAKERY","COMMERCIAL","OPERATIONAL","BAKERY","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222218","PAMPANGA RIVER","RIVER","OCAMPO, GLORIA V.","GLORIA V. OCAMPO'S RICE STORE","COMMERCIAL","OPERATIONAL","RICE STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222219","PAMPANGA RIVER","RIVER","MAON, TERESITA","GJTJ INTERNET CAFÉ","COMMERCIAL","OPERATIONAL","COMPUTER RENTALS AND SERVICES","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222220","PAMPANGA RIVER","RIVER","GINITUANG BINHI MARKETING COOPERATIVE","GINITUANG BINHI MARKETING COOPERATIVE","COMMERCIAL","OPERATIONAL","COOPERATIVE","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222221","PAMPANGA RIVER","RIVER","MAURICIO, RONI","BOBBIE SALON","COMMERCIAL","OPERATIONAL","PERSONAL GROOMING/HEALTH STUDIO","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222222","PAMPANGA RIVER","RIVER","JAVIER, JENNIFER","FERGIE'S DIRECT SELLING","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222223","PAMPANGA RIVER","RIVER","TOBIAS, BANJO","JOJO CHICKEN RETAILER","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222224","PAMPANGA RIVER","RIVER","PASCUAL, DIOSA VIESCA","JOSA RICE STORE","COMMERCIAL","OPERATIONAL","RICE STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222225","PAMPANGA RIVER","RIVER","BARLIS, ADELINA M.","GOOD MORNING FOOTWEAR","COMMERCIAL","OPERATIONAL","FOOTWEAR AND LEATHER GOODS STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222226","PAMPANGA RIVER","RIVER","LOZANO, ROSEMARIE","ROSEMARIE LOZANO / AVON PRODUCTS","COMMERCIAL","OPERATIONAL","WEEK-END STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222227","PAMPANGA RIVER","RIVER","DOMINGUEZ, OLIVA O.","OLIVE'S MEAT AND CHICKEN STALL","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222228","PAMPANGA RIVER","RIVER","LUSTRE, MARITES","MARITES V. LUSTRE GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222229","PAMPANGA RIVER","RIVER","MANUEL, MARK ANTHONY","M.A.E. MANUEL GENERAL MERCHNDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222230","PAMPANGA RIVER","RIVER","FRANCISCO, ROMMEL","ROMMEL DRY GOODS","COMMERCIAL","OPERATIONAL","WEEK-END STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222231","PAMPANGA RIVER","RIVER","VALDERANO, LETICIA","VALRON GENERAL UPHOLSTERY","COMMERCIAL","OPERATIONAL","REPAIR SERVICES","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222232","PAMPANGA RIVER","RIVER","PALLARCA, JENNIFER","JENNY & SONNY ICE DEALER","COMMERCIAL","OPERATIONAL","ICE STORE/DEALER","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222233","PAMPANGA RIVER","RIVER","CURATO, JESSICA","JECKAY TRADING","COMMERCIAL","OPERATIONAL","TRANSLOADING/HAULING","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222234","PAMPANGA RIVER","RIVER","VICTORIO, ROSELLE","RHIANNA'S VARIETY STORE","COMMERCIAL","OPERATIONAL","OFFICE/SCHOOL SUPPLIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222235","PAMPANGA RIVER","RIVER","GALVEZ, PATRIA","PATTY'S RICE DEALER","COMMERCIAL","OPERATIONAL","RICE STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222236","PAMPANGA RIVER","RIVER","DELA PAZ, FELICIDAD","FELICIDAD M. DELA PAZ","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222237","PAMPANGA RIVER","RIVER","SANTOS, RUEL","NUÑEZ AGRI & POULTRY SUPPLY","COMMERCIAL","OPERATIONAL","AGRICULTURAL AND FARM SUPPLY","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222238","PAMPANGA RIVER","RIVER","NOE, IMELDA","ED AND DANG FRUIT STAND","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE SUPPLY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222239","PAMPANGA RIVER","RIVER","DE BELEN, ALBERT","ALBERT'S GOWNS AND BARONG","COMMERCIAL","OPERATIONAL","DRESS SHOP/TAILORING","YES","","","","SAN MARIANO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222240","PAMPANGA RIVER","RIVER","SALVADOR, RAFAEL","RNPS FOOTWEAR","COMMERCIAL","OPERATIONAL","FOOTWEAR AND LEATHER GOODS STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222241","PAMPANGA RIVER","RIVER","VILLAFUERTE, LETICIA","LETICIA'S VEGETABLE STORE","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE SUPPLY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222242","PAMPANGA RIVER","RIVER","VIVAR, EMMA G.","EMMA STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222243","PAMPANGA RIVER","RIVER","NAKAMURA, HAYDEE","ASHIRA'S GENERAL MERCHANDISE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222244","PAMPANGA RIVER","RIVER","CORTEZ, FIDELIZA I.","AQUA DE LOURDES REFILLING STATION","COMMERCIAL","OPERATIONAL","WATER REFILLING STATION","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222245","PAMPANGA RIVER","RIVER","CORTEZ, FIDELIZA I.","FIDELIZA I. CORTEZ STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222246","PAMPANGA RIVER","RIVER","TINIO, NOEL M.","JARRED-BEL RICE STORE","COMMERCIAL","OPERATIONAL","RICE STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222247","PAMPANGA RIVER","RIVER","RAMOS, ROSALINDA V.","R.V. RAMOS JUNKSHOP","COMMERCIAL","OPERATIONAL","JUNK SHOP","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222248","PAMPANGA RIVER","RIVER","MARCOSA, RONNIE","RONNIE MARCOSA LUGAW/GOTO","COMMERCIAL","OPERATIONAL","SMALL SCALE FOOD STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222249","PAMPANGA RIVER","RIVER","MALONES, MIROFE","M.J. MALONES BUILDING","COMMERCIAL","OPERATIONAL","HOTEL / LOGDING / APARTMENTS","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222250","PAMPANGA RIVER","RIVER","INDUCTIVO, MARIBEL G.","ANIHAN LENDING CORPORATION","COMMERCIAL","OPERATIONAL","LENDIND / PAWNSHOP","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222251","PAMPANGA RIVER","RIVER","COLMO, EVENGELINE REYES","EVA'S WATER REFILLING STATION","COMMERCIAL","OPERATIONAL","WATER REFILLING STATION","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222252","PAMPANGA RIVER","RIVER","MAGLALANG, EPIFANIA","FANNY'S VARIETY STORE - BRANCH 1","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222253","PAMPANGA RIVER","RIVER","MAGLALANG, EPIFANIA","FANNY'S VARIETY STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222254","PAMPANGA RIVER","RIVER","CABANATUAN CITY RURAL BANK, INC.","CABANATUAN CITY RURAL BANK, INC.","COMMERCIAL","OPERATIONAL","RURAL / TRIFT / COMMERCIAL / SAVINGS BANK","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222255","PAMPANGA RIVER","RIVER","SALONGA, JOHN KEVIN O.","ALLEN'S MOTORCYCLE PARTS","COMMERCIAL","OPERATIONAL","VEHICLE / VEHICLE PARTS","YES","","","","TIKIW","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222256","PAMPANGA RIVER","RIVER","IBAY, MARIETA S.","MARIETA IBAY MEAT STALL","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222257","PAMPANGA RIVER","RIVER","LACSINA, FELIPE P.","FPL PALAY TRADING","COMMERCIAL","OPERATIONAL","RICE AND PALAY TRADING","YES","","","","LAWANG KUPANG","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222258","PAMPANGA RIVER","RIVER","GAN, ELIZABETH","GAN PHARMACY","COMMERCIAL","OPERATIONAL","PHARMACY/ MEDICAL CLINIC","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222259","PAMPANGA RIVER","RIVER","MIRANDA, NENITA","N.B. MIRANDA MEAT STORE","COMMERCIAL","OPERATIONAL","MEAT / CHICKEN STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222260","PAMPANGA RIVER","RIVER","LOSEGRO, EMMANUEL H.","AWEL VEGETABLE STORE","COMMERCIAL","OPERATIONAL","FRUITS AND VEGETABLE SUPPLY","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222261","PAMPANGA RIVER","RIVER","MANALO, JENNELYN A.","DANJELICE CLOTHES AND ACCESSORIES","COMMERCIAL","OPERATIONAL","DRY GOODS/APPAREL ACCESSORIES","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222262","PAMPANGA RIVER","RIVER","BITANGCOL, ROY M.","CELY'S - R- STORE","COMMERCIAL","OPERATIONAL","GENERAL MERCHANDISE","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222263","PAMPANGA RIVER","RIVER","DUMLAO, DAISY DELA PEÑA","183 GENERAL MERCHANDISE & GRAINS RETAILER","COMMERCIAL","OPERATIONAL","RICE MILL","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222264","PAMPANGA RIVER","RIVER","MANIO, CHARISSE JOY ALIGORA","YAYENG'S FOOD SHOP","COMMERCIAL","OPERATIONAL","FOOD AND BEVERAGES STORE","YES","","","","PUBLIC MARKET","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","","","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222265","PAMPANGA RIVER","RIVER","AURELIO, RAYMUNDO V.","RAYMUNDO JUNK SHOP","COMMERCIAL","OPERATIONAL","JUNK SHOP","YES","","","","POBLACION","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222266","PAMPANGA RIVER","RIVER","BITANGCOL, ROY M.","R.M. BITANGCOL PALAY TRADING","COMMERCIAL","OPERATIONAL","RICE AND PALAY TRADING","YES","","","","SAN FRANCISCO","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222267","PAMPANGA RIVER","RIVER","BAJA, VICTORIANO S.","VICTORIANO STA. CRUZ BAJA BROOM TRADING","COMMERCIAL","OPERATIONAL","BROOM MANUFACTURING","YES","","","","STA. CRUZ","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
"222268","PAMPANGA RIVER","RIVER","VILLARICO, FRANCINIÑO","STA. BARBARA COMPUTER SHOP & GEN. MERCHANDISE","COMMERCIAL","OPERATIONAL","COMPUTER RENTALS/SERVICES","YES","","","","STA. BARBARA","SAN ANTONIO","NUEVA ECIJA","REGION III","","","NO","YES","HYGENIC","NO","NO","","2015-03-31","LGU.SANANTONIO.R3"
